packet_id	n_blocks	top_mode	mode_margin	signal_strength	block_stability	composition_score	stress_score	matched_state_balance	negative_control_margin	missing_fraction	v_tag	mode_correlation_activation	mode_correlation_suppression	mode_correlation_delay	mode_correlation_persistent_loss	mode_correlation_redirection
F0011	5	activation	1.061596722732828	0.7892210612421688	1.0	0.1619509807418415	0.16095434088243657	0.9333990853538602	0.43564492386407966	0.0	none	0.9904950676025127	-0.9904950676025127	-0.24103191643199845	-0.9116172726799021	-0.07110165513031527
F0012	5	activation	1.0139146786428201	0.7473187184023808	1.0	0.14976049353164436	0.1544952226988296	0.9374267957837087	0.41459073464556523	0.0	outcome	0.9848934621709413	-0.9848934621709413	-0.27402893768566483	-0.8925462063907698	-0.029021216471878872
F0013	5	activation	1.0552090169421924	0.6823912925049949	1.0	0.15381880223479474	0.15089315381237123	0.9345593382180927	0.3642008709027327	0.0	reversal	0.9879807581031227	-0.9879807581031227	-0.2489968664773487	-0.9055861700402106	-0.06722825883906976
F0014	5	activation	1.0702286066162572	0.7165483149439835	1.0	0.1515609582494643	0.15220480734223235	0.9353427327307644	0.3928648512861744	0.0	rescue	0.985949644601957	-0.985949644601957	-0.23563674868392007	-0.9047870904982512	-0.08427896201430014
F0015	5	activation	0.9958298497165242	0.7251339538162765	1.0	0.15349517238500157	0.15976252216661171	0.9353578089129947	0.3918411988441882	0.0	replication	0.9859441563693861	-0.9859441563693861	-0.28776355826600997	-0.8921906137437416	-0.009885693347138047
F0016	2	activation	0.99752923707462	0.881324747888003	1.0	0.15499196977470037	0.1491146180100758	0.9294798821559467	0.7448939743904894	0.10655737704918032	none	0.881324747888003	-0.881324747888003	-0.16301181811912271	-0.8297231427945468	-0.11620448918661706
F0017	2	activation	0.7334156374315093	0.7114446629059825	1.0	0.16574901059036073	0.1548803397667108	0.9381187936810806	0.579828442580046	0.12295081967213115	outcome	0.7156647440323451	-0.7156647440323451	-0.272405568417335	-0.6064155815396736	-0.017750893399164108
F0018	2	activation	0.76593908802628	0.6427397702245596	1.0	0.16536901843457832	0.1346582284038622	0.9364389771858784	0.4926891704485552	0.13934426229508196	reversal	0.7325413402826437	-0.7325413402826437	-0.2561915247625885	-0.6300220065185977	-0.03339774774363622
F0019	2	activation	0.8306257577496219	0.7549800972337157	1.0	0.16145495876229923	0.1685820912024438	0.9363991243526341	0.5333431661890199	0.10655737704918032	rescue	0.8066885568836248	-0.8066885568836248	-0.21440142194308587	-0.7342056264325243	-0.023937200865997058
F0020	2	activation	0.6574279309878029	0.5182305840209351	1.0	0.16419989482447403	0.1561311868218744	0.939324987239649	0.45818354975584974	0.13114754098360656	replication	0.6244911258489296	-0.6244911258489296	-0.032936805138873336	-0.640334293621571	-0.16200009994126316
F0021	3	activation	0.8879094140367866	0.7744821754411831	1.0	0.1510244906286926	0.15210539175534463	0.9339659834204576	0.6038886989000366	0.1092896174863388	none	0.7744821754411831	-0.7744821754411831	-0.14565720462342624	-0.7253419649038747	-0.11342723859560347
F0022	3	activation	0.9197257392227269	0.8991490482227757	1.0	0.16647081931670482	0.1563146583407351	0.9348351492919013	0.626341466139539	0.08196721311475409	outcome	0.8991490482227757	-0.8991490482227757	-0.24295509096344778	-0.8190950084580125	-0.020576690999951207
F0023	3	activation	0.7061769092574133	0.5512396565936896	1.0	0.1385887683885362	0.15992602053769936	0.9381290394684891	0.3737517460406765	0.09289617486338798	reversal	0.7746804688828103	-0.7746804688828103	-0.3727357511230182	-0.6112004424695408	0.06850355962539703
F0024	3	activation	0.9929966464221254	0.9060174139263355	1.0	0.16286079457647165	0.16134976156593347	0.9338743138074799	0.6537865892782195	0.12568306010928962	rescue	0.9060174139263355	-0.9060174139263355	-0.18740814307700343	-0.8542349234631629	-0.08697923249578983
F0025	3	activation	0.8722294590346681	0.8505751624731634	1.0	0.15260268216108888	0.14655259464838152	0.9362561843521805	0.7460186114277616	0.12021857923497267	replication	0.8505751624731634	-0.8505751624731634	-0.24613605943562997	-0.7643578842656841	-0.021654296561504676
F0026	5	activation	0.8931446139265528	0.8521127590800885	1.0	0.15382102644335424	0.15227154506413695	0.9367389815483926	0.5523632975560475	0.08524590163934426	none	0.9049826618788096	-0.9049826618788096	-0.27893055369810377	-0.8084852060027027	0.011838047952256901
F0027	5	activation	0.9923887332863416	0.9203718516169608	1.0	0.14988117307945437	0.16370658493891874	0.9368378341971435	0.6294294017472865	0.12786885245901639	outcome	0.9203718516169608	-0.9203718516169608	-0.21954139206901044	-0.8549327949411633	-0.07201688166938079
F0028	5	activation	0.8864316303439062	0.6934486657831995	1.0	0.15074810434075378	0.16463335969151305	0.937939421038752	0.443329586964619	0.12131147540983607	reversal	0.8554575606917112	-0.8554575606917112	-0.2860525529496416	-0.7364689090213185	-0.030974069652194947
F0029	5	activation	0.9253012386509644	0.7446777057832835	1.0	0.15973585640764693	0.15949899952748064	0.9395258751504838	0.504832914980613	0.1377049180327869	rescue	0.8404070479730176	-0.8404070479730176	-0.19047156614895275	-0.7707579508292839	-0.08489419067794682
