trajectory	contrast	pathway	day	delta_auc_day	direction_day	main_direction	direction_consistent	n_cells_case	n_cells_reference
myeloid	Euploid_GATA1s_vs_Euploid_wtGATA1	HEME_GLOBIN	D9	-0.2611897885799408	negative	negative	True	11663	7303
myeloid	Euploid_GATA1s_vs_Euploid_wtGATA1	HEME_GLOBIN	D11	-0.6455222368240356	negative	negative	True	8369	5952
myeloid	Euploid_GATA1s_vs_Euploid_wtGATA1	IRON_TRANSPORT	D7	0.1109612509608268	positive	negative	False	6893	9770
myeloid	Euploid_GATA1s_vs_Euploid_wtGATA1	IRON_TRANSPORT	D9	-0.3723167479038238	negative	negative	True	11663	7303
myeloid	Euploid_GATA1s_vs_Euploid_wtGATA1	IRON_TRANSPORT	D11	-0.3728295564651489	negative	negative	True	8369	5952
myeloid	Euploid_GATA1s_vs_Euploid_wtGATA1	MYELOID_PRIMING	D7	0.335146963596344	positive	positive	True	6893	9770
myeloid	Euploid_GATA1s_vs_Euploid_wtGATA1	MYELOID_PRIMING	D9	-0.1551891863346099	negative	positive	False	11663	7303
myeloid	Euploid_GATA1s_vs_Euploid_wtGATA1	MYELOID_PRIMING	D11	0.5270897150039673	positive	positive	True	8369	5952
myeloid	T21_GATA1s_vs_T21_wtGATA1	CELL_CYCLE_E2F_G2M	D7	-0.2525126338005066	negative	negative	True	6356	7506
myeloid	T21_GATA1s_vs_T21_wtGATA1	CELL_CYCLE_E2F_G2M	D9	-0.6822541952133179	negative	negative	True	9485	7243
myeloid	T21_GATA1s_vs_T21_wtGATA1	CELL_CYCLE_E2F_G2M	D11	-0.132513552904129	negative	negative	True	9301	7554
myeloid	T21_GATA1s_vs_T21_wtGATA1	CELL_CYCLE_EXIT	D7	-0.2636786103248596	negative	negative	True	6356	7506
myeloid	T21_GATA1s_vs_T21_wtGATA1	CELL_CYCLE_EXIT	D9	-0.2016779631376266	negative	negative	True	9485	7243
myeloid	T21_GATA1s_vs_T21_wtGATA1	CELL_CYCLE_EXIT	D11	0.004963194951415	positive	negative	False	9301	7554
myeloid	T21_GATA1s_vs_T21_wtGATA1	ERYTHROID_MATURATION	D7	-0.1943099051713943	negative	negative	True	6356	7506
myeloid	T21_GATA1s_vs_T21_wtGATA1	ERYTHROID_MATURATION	D9	-0.2456482201814651	negative	negative	True	9485	7243
myeloid	T21_GATA1s_vs_T21_wtGATA1	ERYTHROID_MATURATION	D11	-0.2365880906581878	negative	negative	True	9301	7554
myeloid	T21_GATA1s_vs_T21_wtGATA1	GATA_KLF_TAL1_REGULON	D7	-0.2655370831489563	negative	negative	True	6356	7506
myeloid	T21_GATA1s_vs_T21_wtGATA1	GATA_KLF_TAL1_REGULON	D9	-0.3697794675827026	negative	negative	True	9485	7243
myeloid	T21_GATA1s_vs_T21_wtGATA1	GATA_KLF_TAL1_REGULON	D11	-0.1973309963941574	negative	negative	True	9301	7554
myeloid	T21_GATA1s_vs_T21_wtGATA1	HALLMARK_E2F_TARGETS	D7	-0.2987108826637268	negative	negative	True	6356	7506
myeloid	T21_GATA1s_vs_T21_wtGATA1	HALLMARK_E2F_TARGETS	D9	-0.557861864566803	negative	negative	True	9485	7243
myeloid	T21_GATA1s_vs_T21_wtGATA1	HALLMARK_E2F_TARGETS	D11	-0.1568815112113952	negative	negative	True	9301	7554
myeloid	T21_GATA1s_vs_T21_wtGATA1	HALLMARK_HEME_METABOLISM	D7	-0.2792669534683227	negative	negative	True	6356	7506
myeloid	T21_GATA1s_vs_T21_wtGATA1	HALLMARK_HEME_METABOLISM	D9	-0.2973840832710266	negative	negative	True	9485	7243
myeloid	T21_GATA1s_vs_T21_wtGATA1	HALLMARK_HEME_METABOLISM	D11	-0.1520100235939026	negative	negative	True	9301	7554
myeloid	T21_GATA1s_vs_T21_wtGATA1	HALLMARK_INFLAMMATORY_RESPONSE	D7	-0.1427665650844574	negative	negative	True	6356	7506
myeloid	T21_GATA1s_vs_T21_wtGATA1	HALLMARK_INFLAMMATORY_RESPONSE	D9	-0.1187889948487281	negative	negative	True	9485	7243
myeloid	T21_GATA1s_vs_T21_wtGATA1	HALLMARK_INFLAMMATORY_RESPONSE	D11	-0.052774641662836	negative	negative	True	9301	7554
myeloid	T21_GATA1s_vs_T21_wtGATA1	HALLMARK_INTERFERON_GAMMA_RESPONSE	D7	-0.1507418602705001	negative	negative	True	6356	7506
myeloid	T21_GATA1s_vs_T21_wtGATA1	HALLMARK_INTERFERON_GAMMA_RESPONSE	D9	-0.1547675132751464	negative	negative	True	9485	7243
myeloid	T21_GATA1s_vs_T21_wtGATA1	HALLMARK_INTERFERON_GAMMA_RESPONSE	D11	-0.0522430017590522	negative	negative	True	9301	7554
myeloid	T21_GATA1s_vs_T21_wtGATA1	HALLMARK_MYC_TARGETS_V1	D7	-0.5670148134231567	negative	negative	True	6356	7506
myeloid	T21_GATA1s_vs_T21_wtGATA1	HALLMARK_MYC_TARGETS_V1	D9	-0.8102278709411621	negative	negative	True	9485	7243
myeloid	T21_GATA1s_vs_T21_wtGATA1	HALLMARK_MYC_TARGETS_V1	D11	-0.2917258739471435	negative	negative	True	9301	7554
myeloid	T21_GATA1s_vs_T21_wtGATA1	HALLMARK_MYC_TARGETS_V2	D7	-0.4107798039913177	negative	negative	True	6356	7506
myeloid	T21_GATA1s_vs_T21_wtGATA1	HALLMARK_MYC_TARGETS_V2	D9	-0.5550956726074219	negative	negative	True	9485	7243
myeloid	T21_GATA1s_vs_T21_wtGATA1	HALLMARK_MYC_TARGETS_V2	D11	-0.249866709113121	negative	negative	True	9301	7554
myeloid	T21_GATA1s_vs_T21_wtGATA1	HEME_GLOBIN	D7	-0.2734889984130859	negative	negative	True	6356	7506
myeloid	T21_GATA1s_vs_T21_wtGATA1	HEME_GLOBIN	D9	-0.3200042843818664	negative	negative	True	9485	7243
myeloid	T21_GATA1s_vs_T21_wtGATA1	HEME_GLOBIN	D11	-0.3097293376922607	negative	negative	True	9301	7554
myeloid	T21_GATA1s_vs_T21_wtGATA1	IRON_TRANSPORT	D7	-0.3244301080703735	negative	negative	True	6356	7506
myeloid	T21_GATA1s_vs_T21_wtGATA1	IRON_TRANSPORT	D9	-0.3025982677936554	negative	negative	True	9485	7243
myeloid	T21_GATA1s_vs_T21_wtGATA1	IRON_TRANSPORT	D11	-0.2050216645002365	negative	negative	True	9301	7554
myeloid	T21_GATA1s_vs_T21_wtGATA1	MEGAKARYOCYTE_MATURATION	D7	-0.2019738554954528	negative	negative	True	6356	7506
myeloid	T21_GATA1s_vs_T21_wtGATA1	MEGAKARYOCYTE_MATURATION	D9	-0.4234093725681305	negative	negative	True	9485	7243
myeloid	T21_GATA1s_vs_T21_wtGATA1	MEGAKARYOCYTE_MATURATION	D11	-0.0310732871294021	negative	negative	True	9301	7554
myeloid	T21_GATA1s_vs_T21_wtGATA1	MYELOID_PRIMING	D7	-0.1605934351682663	negative	negative	True	6356	7506
myeloid	T21_GATA1s_vs_T21_wtGATA1	MYELOID_PRIMING	D9	-0.2061989903450012	negative	negative	True	9485	7243
myeloid	T21_GATA1s_vs_T21_wtGATA1	MYELOID_PRIMING	D11	-0.1870245337486267	negative	negative	True	9301	7554
myeloid	T21_GATA1s_vs_T21_wtGATA1	RIBOSOME_TRANSLATION	D7	-1.001600980758667	negative	negative	True	6356	7506
myeloid	T21_GATA1s_vs_T21_wtGATA1	RIBOSOME_TRANSLATION	D9	-1.3926279544830322	negative	negative	True	9485	7243
myeloid	T21_GATA1s_vs_T21_wtGATA1	RIBOSOME_TRANSLATION	D11	-0.4814071655273437	negative	negative	True	9301	7554
myeloid	T21_wtGATA1_vs_Euploid_wtGATA1	CELL_CYCLE_E2F_G2M	D7	0.6144969463348389	positive	positive	True	7506	9770
myeloid	T21_wtGATA1_vs_Euploid_wtGATA1	CELL_CYCLE_E2F_G2M	D9	0.2526621222496032	positive	positive	True	7243	7303
myeloid	T21_wtGATA1_vs_Euploid_wtGATA1	CELL_CYCLE_E2F_G2M	D11	0.0662333667278289	positive	positive	True	7554	5952
myeloid	T21_wtGATA1_vs_Euploid_wtGATA1	HALLMARK_E2F_TARGETS	D7	0.5593633055686951	positive	positive	True	7506	9770
myeloid	T21_wtGATA1_vs_Euploid_wtGATA1	HALLMARK_E2F_TARGETS	D9	0.1717366278171539	positive	positive	True	7243	7303
myeloid	T21_wtGATA1_vs_Euploid_wtGATA1	HALLMARK_E2F_TARGETS	D11	0.124790221452713	positive	positive	True	7554	5952
myeloid	T21_wtGATA1_vs_Euploid_wtGATA1	HALLMARK_MYC_TARGETS_V1	D7	0.8129293918609619	positive	positive	True	7506	9770
myeloid	T21_wtGATA1_vs_Euploid_wtGATA1	HALLMARK_MYC_TARGETS_V1	D9	0.2520005404949188	positive	positive	True	7243	7303
myeloid	T21_wtGATA1_vs_Euploid_wtGATA1	HALLMARK_MYC_TARGETS_V1	D11	0.2821134328842163	positive	positive	True	7554	5952
myeloid	T21_wtGATA1_vs_Euploid_wtGATA1	HALLMARK_MYC_TARGETS_V2	D7	0.6021003723144531	positive	positive	True	7506	9770
myeloid	T21_wtGATA1_vs_Euploid_wtGATA1	HALLMARK_MYC_TARGETS_V2	D9	0.3488847315311432	positive	positive	True	7243	7303
myeloid	T21_wtGATA1_vs_Euploid_wtGATA1	HALLMARK_MYC_TARGETS_V2	D11	0.2483489364385604	positive	positive	True	7554	5952
myeloid	T21_wtGATA1_vs_Euploid_wtGATA1	INFLAMMATORY_INTERFERON	D7	0.0685784295201301	positive	negative	False	7506	9770
myeloid	T21_wtGATA1_vs_Euploid_wtGATA1	INFLAMMATORY_INTERFERON	D9	-1.1609508991241455	negative	negative	True	7243	7303
myeloid	T21_wtGATA1_vs_Euploid_wtGATA1	INFLAMMATORY_INTERFERON	D11	-0.0331501029431819	negative	negative	True	7554	5952
myeloid	T21_wtGATA1_vs_Euploid_wtGATA1	RIBOSOME_TRANSLATION	D7	1.2368810176849363	positive	positive	True	7506	9770
myeloid	T21_wtGATA1_vs_Euploid_wtGATA1	RIBOSOME_TRANSLATION	D9	0.0343303680419921	positive	positive	True	7243	7303
myeloid	T21_wtGATA1_vs_Euploid_wtGATA1	RIBOSOME_TRANSLATION	D11	0.3508563637733459	positive	positive	True	7554	5952
erythroid	T21_wtGATA1_vs_Euploid_wtGATA1	HSPC_STEMNESS	D7	0.1471783518791198	positive	positive	True	8321	9269
erythroid	T21_wtGATA1_vs_Euploid_wtGATA1	HSPC_STEMNESS	D9	0.0459599569439888	positive	positive	True	9051	6670
erythroid	T21_wtGATA1_vs_Euploid_wtGATA1	HSPC_STEMNESS	D11	0.1450386494398117	positive	positive	True	8380	10868
mk	Euploid_GATA1s_vs_Euploid_wtGATA1	HALLMARK_MYC_TARGETS_V1	D7	0.4308985471725464	positive	positive	True	6774	8596
mk	Euploid_GATA1s_vs_Euploid_wtGATA1	HALLMARK_MYC_TARGETS_V1	D9	-0.2004549205303192	negative	positive	False	8702	8522
mk	Euploid_GATA1s_vs_Euploid_wtGATA1	HALLMARK_MYC_TARGETS_V1	D11	0.326831042766571	positive	positive	True	5357	9598
mk	T21_GATA1s_vs_T21_wtGATA1	MYELOID_PRIMING	D7	-0.1595746576786041	negative	negative	True	6109	7477
mk	T21_GATA1s_vs_T21_wtGATA1	MYELOID_PRIMING	D9	-0.14148710668087	negative	negative	True	9157	9336
mk	T21_GATA1s_vs_T21_wtGATA1	MYELOID_PRIMING	D11	-0.0218338780105114	negative	negative	True	7725	7332
myeloid	T21_wtGATA1_vs_Euploid_wtGATA1	HSPC_STEMNESS	D7	0.1840507388114929	positive	positive	True	7506	9770
myeloid	T21_wtGATA1_vs_Euploid_wtGATA1	HSPC_STEMNESS	D9	0.0988183468580246	positive	positive	True	7243	7303
myeloid	T21_wtGATA1_vs_Euploid_wtGATA1	HSPC_STEMNESS	D11	0.0951613336801529	positive	positive	True	7554	5952
myeloid	Euploid_GATA1s_vs_Euploid_wtGATA1	CELL_CYCLE_EXIT	D7	0.2001210749149322	positive	negative	False	6893	9770
myeloid	Euploid_GATA1s_vs_Euploid_wtGATA1	CELL_CYCLE_EXIT	D9	-0.495331734418869	negative	negative	True	11663	7303
myeloid	Euploid_GATA1s_vs_Euploid_wtGATA1	CELL_CYCLE_EXIT	D11	-0.0708999037742614	negative	negative	True	8369	5952
myeloid	T21_wtGATA1_vs_Euploid_wtGATA1	HALLMARK_HEME_METABOLISM	D7	0.3222416043281555	positive	positive	True	7506	9770
myeloid	T21_wtGATA1_vs_Euploid_wtGATA1	HALLMARK_HEME_METABOLISM	D9	-0.0568399131298065	negative	positive	False	7243	7303
myeloid	T21_wtGATA1_vs_Euploid_wtGATA1	HALLMARK_HEME_METABOLISM	D11	-0.070327989757061	negative	positive	False	7554	5952
mk	T21_wtGATA1_vs_Euploid_wtGATA1	HALLMARK_HEME_METABOLISM	D7	0.3256997168064117	positive	positive	True	7477	8596
mk	T21_wtGATA1_vs_Euploid_wtGATA1	HALLMARK_HEME_METABOLISM	D9	-0.0835710242390632	negative	positive	False	9336	8522
mk	T21_wtGATA1_vs_Euploid_wtGATA1	HALLMARK_HEME_METABOLISM	D11	0.0404752939939498	positive	positive	True	7332	9598
erythroid	Euploid_GATA1s_vs_Euploid_wtGATA1	HALLMARK_MYC_TARGETS_V1	D7	0.4122363924980163	positive	positive	True	5791	9269
erythroid	Euploid_GATA1s_vs_Euploid_wtGATA1	HALLMARK_MYC_TARGETS_V1	D9	-0.2592427432537079	negative	positive	False	6469	6670
erythroid	Euploid_GATA1s_vs_Euploid_wtGATA1	HALLMARK_MYC_TARGETS_V1	D11	0.2830626368522644	positive	positive	True	4154	10868
mk	Euploid_GATA1s_vs_Euploid_wtGATA1	RIBOSOME_TRANSLATION	D7	0.9304063320159912	positive	positive	True	6774	8596
mk	Euploid_GATA1s_vs_Euploid_wtGATA1	RIBOSOME_TRANSLATION	D9	-0.5769769549369812	negative	positive	False	8702	8522
mk	Euploid_GATA1s_vs_Euploid_wtGATA1	RIBOSOME_TRANSLATION	D11	0.4634916186332702	positive	positive	True	5357	9598
mk	Euploid_GATA1s_vs_Euploid_wtGATA1	CELL_CYCLE_EXIT	D7	0.1851222813129425	positive	positive	True	6774	8596
mk	Euploid_GATA1s_vs_Euploid_wtGATA1	CELL_CYCLE_EXIT	D9	-0.4578752517700195	negative	positive	False	8702	8522
mk	Euploid_GATA1s_vs_Euploid_wtGATA1	CELL_CYCLE_EXIT	D11	0.0239266902208328	positive	positive	True	5357	9598
erythroid	T21_GATA1s_vs_T21_wtGATA1	HSPC_STEMNESS	D7	-0.191922128200531	negative	negative	True	10768	8321
erythroid	T21_GATA1s_vs_T21_wtGATA1	HSPC_STEMNESS	D9	-0.1068536192178726	negative	negative	True	10620	9051
erythroid	T21_GATA1s_vs_T21_wtGATA1	HSPC_STEMNESS	D11	0.1018814444541931	positive	negative	False	7316	8380
mk	T21_wtGATA1_vs_Euploid_wtGATA1	MEGAKARYOCYTE_MATURATION	D7	0.2086299508810043	positive	negative	False	7477	8596
mk	T21_wtGATA1_vs_Euploid_wtGATA1	MEGAKARYOCYTE_MATURATION	D9	-0.2998935580253601	negative	negative	True	9336	8522
mk	T21_wtGATA1_vs_Euploid_wtGATA1	MEGAKARYOCYTE_MATURATION	D11	-0.5074658989906311	negative	negative	True	7332	9598
myeloid	Euploid_GATA1s_vs_Euploid_wtGATA1	HSPC_STEMNESS	D7	0.2840336859226227	positive	positive	True	6893	9770
myeloid	Euploid_GATA1s_vs_Euploid_wtGATA1	HSPC_STEMNESS	D9	0.0207831338047981	positive	positive	True	11663	7303
myeloid	Euploid_GATA1s_vs_Euploid_wtGATA1	HSPC_STEMNESS	D11	0.0095239989459514	positive	positive	True	8369	5952
mk	T21_wtGATA1_vs_Euploid_wtGATA1	IRON_TRANSPORT	D7	0.3343898057937622	positive	positive	True	7477	8596
mk	T21_wtGATA1_vs_Euploid_wtGATA1	IRON_TRANSPORT	D9	0.0101757459342479	positive	positive	True	9336	8522
mk	T21_wtGATA1_vs_Euploid_wtGATA1	IRON_TRANSPORT	D11	0.0906788855791091	positive	positive	True	7332	9598
erythroid	T21_wtGATA1_vs_Euploid_wtGATA1	MYELOID_PRIMING	D7	0.1218114644289016	positive	positive	True	8321	9269
erythroid	T21_wtGATA1_vs_Euploid_wtGATA1	MYELOID_PRIMING	D9	-0.0893376171588897	negative	positive	False	9051	6670
erythroid	T21_wtGATA1_vs_Euploid_wtGATA1	MYELOID_PRIMING	D11	0.1418749690055847	positive	positive	True	8380	10868
erythroid	Euploid_GATA1s_vs_Euploid_wtGATA1	CELL_CYCLE_EXIT	D7	0.1925621628761291	positive	negative	False	5791	9269
erythroid	Euploid_GATA1s_vs_Euploid_wtGATA1	CELL_CYCLE_EXIT	D9	-0.5292892456054688	negative	negative	True	6469	6670
erythroid	Euploid_GATA1s_vs_Euploid_wtGATA1	CELL_CYCLE_EXIT	D11	0.0109132304787635	positive	negative	False	4154	10868
mk	T21_wtGATA1_vs_Euploid_wtGATA1	HEME_GLOBIN	D7	0.3762167692184448	positive	positive	True	7477	8596
mk	T21_wtGATA1_vs_Euploid_wtGATA1	HEME_GLOBIN	D9	0.0648383870720863	positive	positive	True	9336	8522
mk	T21_wtGATA1_vs_Euploid_wtGATA1	HEME_GLOBIN	D11	0.0291011333465576	positive	positive	True	7332	9598
myeloid	Euploid_GATA1s_vs_Euploid_wtGATA1	INFLAMMATORY_INTERFERON	D7	0.240877628326416	positive	negative	False	6893	9770
myeloid	Euploid_GATA1s_vs_Euploid_wtGATA1	INFLAMMATORY_INTERFERON	D9	-1.1216366291046145	negative	negative	True	11663	7303
myeloid	Euploid_GATA1s_vs_Euploid_wtGATA1	INFLAMMATORY_INTERFERON	D11	0.3635898530483246	positive	negative	False	8369	5952
myeloid	T21_wtGATA1_vs_Euploid_wtGATA1	GATA_KLF_TAL1_REGULON	D7	0.4276157915592193	positive	positive	True	7506	9770
myeloid	T21_wtGATA1_vs_Euploid_wtGATA1	GATA_KLF_TAL1_REGULON	D9	0.0341479480266571	positive	positive	True	7243	7303
myeloid	T21_wtGATA1_vs_Euploid_wtGATA1	GATA_KLF_TAL1_REGULON	D11	-0.2278490960597992	negative	positive	False	7554	5952
erythroid	T21_wtGATA1_vs_Euploid_wtGATA1	HALLMARK_HEME_METABOLISM	D7	0.3046635091304779	positive	positive	True	8321	9269
erythroid	T21_wtGATA1_vs_Euploid_wtGATA1	HALLMARK_HEME_METABOLISM	D9	-0.0996129810810089	negative	positive	False	9051	6670
erythroid	T21_wtGATA1_vs_Euploid_wtGATA1	HALLMARK_HEME_METABOLISM	D11	-0.0146153569221496	negative	positive	False	8380	10868
myeloid	Euploid_GATA1s_vs_Euploid_wtGATA1	MEGAKARYOCYTE_MATURATION	D7	0.2505185604095459	positive	negative	False	6893	9770
myeloid	Euploid_GATA1s_vs_Euploid_wtGATA1	MEGAKARYOCYTE_MATURATION	D9	-0.4231839179992676	negative	negative	True	11663	7303
myeloid	Euploid_GATA1s_vs_Euploid_wtGATA1	MEGAKARYOCYTE_MATURATION	D11	-0.2928886413574219	negative	negative	True	8369	5952
myeloid	T21_wtGATA1_vs_Euploid_wtGATA1	HEME_GLOBIN	D7	0.3637065887451172	positive	positive	True	7506	9770
myeloid	T21_wtGATA1_vs_Euploid_wtGATA1	HEME_GLOBIN	D9	0.1126994639635086	positive	positive	True	7243	7303
myeloid	T21_wtGATA1_vs_Euploid_wtGATA1	HEME_GLOBIN	D11	-0.2101993113756179	negative	positive	False	7554	5952
mk	T21_wtGATA1_vs_Euploid_wtGATA1	MYELOID_PRIMING	D7	0.1341742128133773	positive	positive	True	7477	8596
mk	T21_wtGATA1_vs_Euploid_wtGATA1	MYELOID_PRIMING	D9	-0.0644145533442497	negative	positive	False	9336	8522
mk	T21_wtGATA1_vs_Euploid_wtGATA1	MYELOID_PRIMING	D11	0.1489805281162262	positive	positive	True	7332	9598
myeloid	T21_GATA1s_vs_T21_wtGATA1	HSPC_STEMNESS	D7	-0.1774236857891082	negative	negative	True	6356	7506
myeloid	T21_GATA1s_vs_T21_wtGATA1	HSPC_STEMNESS	D9	-0.1330024003982544	negative	negative	True	9485	7243
myeloid	T21_GATA1s_vs_T21_wtGATA1	HSPC_STEMNESS	D11	0.0587052702903747	positive	negative	False	9301	7554
myeloid	Euploid_GATA1s_vs_Euploid_wtGATA1	HALLMARK_MYC_TARGETS_V1	D7	0.4378329515457153	positive	negative	False	6893	9770
myeloid	Euploid_GATA1s_vs_Euploid_wtGATA1	HALLMARK_MYC_TARGETS_V1	D9	-0.2728734612464905	negative	negative	True	11663	7303
myeloid	Euploid_GATA1s_vs_Euploid_wtGATA1	HALLMARK_MYC_TARGETS_V1	D11	0.0292175337672233	positive	negative	False	8369	5952
mk	T21_GATA1s_vs_T21_wtGATA1	HSPC_STEMNESS	D7	-0.1788409352302551	negative	negative	True	6109	7477
mk	T21_GATA1s_vs_T21_wtGATA1	HSPC_STEMNESS	D9	-0.0969238355755806	negative	negative	True	9157	9336
mk	T21_GATA1s_vs_T21_wtGATA1	HSPC_STEMNESS	D11	0.0593223124742507	positive	negative	False	7725	7332
mk	T21_wtGATA1_vs_Euploid_wtGATA1	ERYTHROID_MATURATION	D7	0.3605338037014007	positive	positive	True	7477	8596
mk	T21_wtGATA1_vs_Euploid_wtGATA1	ERYTHROID_MATURATION	D9	0.0730988681316375	positive	positive	True	9336	8522
mk	T21_wtGATA1_vs_Euploid_wtGATA1	ERYTHROID_MATURATION	D11	-0.0281915962696075	negative	positive	False	7332	9598
mk	T21_wtGATA1_vs_Euploid_wtGATA1	GATA_KLF_TAL1_REGULON	D7	0.4528331756591797	positive	positive	True	7477	8596
mk	T21_wtGATA1_vs_Euploid_wtGATA1	GATA_KLF_TAL1_REGULON	D9	-0.0838825106620788	negative	positive	False	9336	8522
mk	T21_wtGATA1_vs_Euploid_wtGATA1	GATA_KLF_TAL1_REGULON	D11	-0.058693990111351	negative	positive	False	7332	9598
mk	Euploid_GATA1s_vs_Euploid_wtGATA1	INFLAMMATORY_INTERFERON	D7	0.2414474487304687	positive	negative	False	6774	8596
mk	Euploid_GATA1s_vs_Euploid_wtGATA1	INFLAMMATORY_INTERFERON	D9	-0.8614976406097412	negative	negative	True	8702	8522
mk	Euploid_GATA1s_vs_Euploid_wtGATA1	INFLAMMATORY_INTERFERON	D11	0.3544178605079651	positive	negative	False	5357	9598
myeloid	T21_wtGATA1_vs_Euploid_wtGATA1	ERYTHROID_MATURATION	D7	0.3419819474220276	positive	positive	True	7506	9770
myeloid	T21_wtGATA1_vs_Euploid_wtGATA1	ERYTHROID_MATURATION	D9	0.1279469132423401	positive	positive	True	7243	7303
myeloid	T21_wtGATA1_vs_Euploid_wtGATA1	ERYTHROID_MATURATION	D11	-0.2678704857826233	negative	positive	False	7554	5952
erythroid	Euploid_GATA1s_vs_Euploid_wtGATA1	HALLMARK_INFLAMMATORY_RESPONSE	D7	0.111056812107563	positive	negative	False	5791	9269
erythroid	Euploid_GATA1s_vs_Euploid_wtGATA1	HALLMARK_INFLAMMATORY_RESPONSE	D9	-0.2010923326015472	negative	negative	True	6469	6670
erythroid	Euploid_GATA1s_vs_Euploid_wtGATA1	HALLMARK_INFLAMMATORY_RESPONSE	D11	0.1582855284214019	positive	negative	False	4154	10868
myeloid	T21_wtGATA1_vs_Euploid_wtGATA1	HALLMARK_INTERFERON_GAMMA_RESPONSE	D7	0.1608987301588058	positive	negative	False	7506	9770
myeloid	T21_wtGATA1_vs_Euploid_wtGATA1	HALLMARK_INTERFERON_GAMMA_RESPONSE	D9	-0.4344390630722046	negative	negative	True	7243	7303
myeloid	T21_wtGATA1_vs_Euploid_wtGATA1	HALLMARK_INTERFERON_GAMMA_RESPONSE	D11	0.0544857084751129	positive	negative	False	7554	5952
mk	T21_wtGATA1_vs_Euploid_wtGATA1	HALLMARK_INTERFERON_GAMMA_RESPONSE	D7	0.1584207117557525	positive	negative	False	7477	8596
mk	T21_wtGATA1_vs_Euploid_wtGATA1	HALLMARK_INTERFERON_GAMMA_RESPONSE	D9	-0.3177510797977447	negative	negative	True	9336	8522
mk	T21_wtGATA1_vs_Euploid_wtGATA1	HALLMARK_INTERFERON_GAMMA_RESPONSE	D11	0.0620483011007308	positive	negative	False	7332	9598
myeloid	T21_wtGATA1_vs_Euploid_wtGATA1	IRON_TRANSPORT	D7	0.3156701326370239	positive	positive	True	7506	9770
myeloid	T21_wtGATA1_vs_Euploid_wtGATA1	IRON_TRANSPORT	D9	-0.0846884697675705	negative	positive	False	7243	7303
myeloid	T21_wtGATA1_vs_Euploid_wtGATA1	IRON_TRANSPORT	D11	-0.1138182282447815	negative	positive	False	7554	5952
erythroid	T21_wtGATA1_vs_Euploid_wtGATA1	GATA_KLF_TAL1_REGULON	D7	0.4339876174926758	positive	positive	True	8321	9269
erythroid	T21_wtGATA1_vs_Euploid_wtGATA1	GATA_KLF_TAL1_REGULON	D9	-0.074877068400383	negative	positive	False	9051	6670
erythroid	T21_wtGATA1_vs_Euploid_wtGATA1	GATA_KLF_TAL1_REGULON	D11	-0.124313086271286	negative	positive	False	8380	10868
erythroid	Euploid_GATA1s_vs_Euploid_wtGATA1	RIBOSOME_TRANSLATION	D7	0.8629104495048523	positive	positive	True	5791	9269
erythroid	Euploid_GATA1s_vs_Euploid_wtGATA1	RIBOSOME_TRANSLATION	D9	-0.7273658514022827	negative	positive	False	6469	6670
erythroid	Euploid_GATA1s_vs_Euploid_wtGATA1	RIBOSOME_TRANSLATION	D11	0.2416908591985702	positive	positive	True	4154	10868
erythroid	Euploid_GATA1s_vs_Euploid_wtGATA1	MEGAKARYOCYTE_MATURATION	D7	0.2520997822284698	positive	negative	False	5791	9269
erythroid	Euploid_GATA1s_vs_Euploid_wtGATA1	MEGAKARYOCYTE_MATURATION	D9	-0.5275702476501465	negative	negative	True	6469	6670
erythroid	Euploid_GATA1s_vs_Euploid_wtGATA1	MEGAKARYOCYTE_MATURATION	D11	-0.0351651459932327	negative	negative	True	4154	10868
myeloid	T21_wtGATA1_vs_Euploid_wtGATA1	MYELOID_PRIMING	D7	0.1442352682352066	positive	negative	False	7506	9770
myeloid	T21_wtGATA1_vs_Euploid_wtGATA1	MYELOID_PRIMING	D9	-0.2552237510681152	negative	negative	True	7243	7303
myeloid	T21_wtGATA1_vs_Euploid_wtGATA1	MYELOID_PRIMING	D11	0.2304065227508545	positive	negative	False	7554	5952
myeloid	Euploid_GATA1s_vs_Euploid_wtGATA1	HALLMARK_INTERFERON_GAMMA_RESPONSE	D7	0.1840293705463409	positive	negative	False	6893	9770
myeloid	Euploid_GATA1s_vs_Euploid_wtGATA1	HALLMARK_INTERFERON_GAMMA_RESPONSE	D9	-0.5114879608154297	negative	negative	True	11663	7303
myeloid	Euploid_GATA1s_vs_Euploid_wtGATA1	HALLMARK_INTERFERON_GAMMA_RESPONSE	D11	0.166163682937622	positive	negative	False	8369	5952
erythroid	T21_wtGATA1_vs_Euploid_wtGATA1	MEGAKARYOCYTE_MATURATION	D7	0.1822293400764465	positive	negative	False	8321	9269
erythroid	T21_wtGATA1_vs_Euploid_wtGATA1	MEGAKARYOCYTE_MATURATION	D9	-0.3129797875881195	negative	negative	True	9051	6670
erythroid	T21_wtGATA1_vs_Euploid_wtGATA1	MEGAKARYOCYTE_MATURATION	D11	-0.1863777935504913	negative	negative	True	8380	10868
myeloid	Euploid_GATA1s_vs_Euploid_wtGATA1	CELL_CYCLE_E2F_G2M	D7	0.1344930529594421	positive	negative	False	6893	9770
myeloid	Euploid_GATA1s_vs_Euploid_wtGATA1	CELL_CYCLE_E2F_G2M	D9	-0.3263416886329651	negative	negative	True	11663	7303
