protein_name	target_gene	n_cells	mean_score	control_mean_score	effect_size_vs_control	p_value	q_value	direction	block_support	direction_stability
CD184	ST3GAL6-AS1	640	-0.0398290367170542	0.00012003636229151527	-0.03994907307934571	0.1813217835779975	0.6816118655100721	down	0.6666666666666666	0.6666666666666666
CD184	ST6GALNAC2	474	-0.01888384882530289	0.00012003636229151527	-0.019003885187594407	0.5962302067834746	0.9486704564704357	down	0.3333333333333333	0.3333333333333333
CD184	STAT1	719	-0.18140802286146943	0.00012003636229151527	-0.18152805922376095	2.653948805634218e-10	3.264357030930088e-08	down	0.0	0.0
CD184	STAT3	539	-0.0061390333526000485	0.00012003636229151527	-0.006259069714891563	0.8578723709408753	0.9987838012448672	down	0.3333333333333333	0.3333333333333333
CD184	STOM	674	0.015008986397877098	0.00012003636229151527	0.014888950035585583	0.6612102909242589	0.9503981197129326	up	1.0	1.0
CD184	STX7	607	0.002347530272509254	0.00012003636229151527	0.0022274939102177385	0.9431051120815107	0.9987838012448672	up	1.0	1.0
CD184	TAPBP	530	0.028143199142954916	0.00012003636229151527	0.0280231627806634	0.41725748644156846	0.9083658554391668	up	1.0	1.0
CD184	TAPBPL	635	-0.009186549644587694	0.00012003636229151527	-0.00930658600687921	0.7721974824354169	0.9598529121446844	down	0.0	0.0
CD184	TFAP2A	611	-0.024942355990946706	0.00012003636229151527	-0.025062392353238223	0.4326968310240682	0.909772824204451	down	0.0	0.0
CD184	TGFB1	715	-0.013910488356633494	0.00012003636229151527	-0.014030524718925009	0.6312630916251496	0.9503981197129326	down	0.0	0.0
CD184	TIMM50	341	0.07764986007750993	0.00012003636229151527	0.07752982371521841	0.08199827496685347	0.5172198882524603	up	0.6666666666666666	0.6666666666666666
CD184	TIMP1	615	-0.046450149263568774	0.00012003636229151527	-0.04657018562586029	0.14481206848081435	0.6477048881141878	down	0.3333333333333333	0.3333333333333333
CD184	TIMP2	466	0.009366514190233153	0.00012003636229151527	0.009246477827941638	0.8013733284673482	0.9616479941608178	up	1.0	1.0
CD184	TIMP3	511	0.015787969581645342	0.00012003636229151527	0.015667933219353825	0.672223465227296	0.9503981197129326	up	1.0	1.0
CD184	TM4SF1	599	-0.00816930038115634	0.00012003636229151527	-0.008289336743447855	0.8011551245480506	0.9616479941608178	down	0.0	0.0
CD184	TMED10	163	0.09421185445566745	0.00012003636229151527	0.09409181809337593	0.11035903488246898	0.5773820399501645	up	1.0	1.0
CD184	TMEM173	583	-0.03192706135192347	0.00012003636229151527	-0.03204709771421498	0.3085216149764626	0.8042010078705658	down	0.0	0.0
CD184	TOP1MT	537	0.03427554913884743	0.00012003636229151527	0.034155512776555916	0.31056542986871444	0.8042010078705658	up	1.0	1.0
CD184	TP53	554	0.012855764689077316	0.00012003636229151527	0.012735728326785802	0.71950750862079	0.9598529121446844	up	1.0	1.0
CD184	TPP1	562	-0.0037039381368304336	0.00012003636229151527	-0.003823974499121949	0.9118418663259369	0.9987838012448672	down	0.3333333333333333	0.3333333333333333
CD184	TPRKB	172	-0.07405752009765804	0.00012003636229151527	-0.07417755645994956	0.18287147611245838	0.6816118655100721	down	0.3333333333333333	0.3333333333333333
CD184	TRIM22	450	-0.017000636966076853	0.00012003636229151527	-0.01712067332836837	0.6577711572189043	0.9503981197129326	down	0.3333333333333333	0.3333333333333333
CD184	TSC22D3	681	0.012282510966515673	0.00012003636229151527	0.012162474604224158	0.6989276128186868	0.9598529121446844	up	1.0	1.0
CD184	TTLL1	673	0.03513379690146401	0.00012003636229151527	0.035013760539172496	0.26037739226538337	0.794115838627307	up	1.0	1.0
CD184	TXNDC17	498	0.09543076742983506	0.00012003636229151527	0.09531073106754354	0.008754804337931264	0.15382194067884833	up	1.0	1.0
CD184	TYR	665	-0.056717485768864095	0.00012003636229151527	-0.05683752213115561	0.05583118021674137	0.4161960707066175	down	0.3333333333333333	0.3333333333333333
CD184	UBA52	42	-0.03844220690584002	0.00012003636229151527	-0.038562243268131534	0.7540449059199682	0.9598529121446844	down	0.3333333333333333	0.3333333333333333
CD184	UBC	226	0.049899934942588445	0.00012003636229151527	0.04977989858029693	0.37827548748514706	0.8616274992717238	up	1.0	1.0
CD184	UCN2	473	-0.04299471567499736	0.00012003636229151527	-0.04311475203728887	0.20948984239042007	0.7171835422621348	down	0.3333333333333333	0.3333333333333333
CD184	UQCRFS1	299	-0.0007083054844478315	0.00012003636229151527	-0.0008283418467393467	0.9854281365591404	0.9987838012448672	down	0.3333333333333333	0.3333333333333333
CD184	UQCRH	216	0.04656713658401793	0.00012003636229151527	0.04644710022172642	0.40541104554112706	0.8984785333614167	up	1.0	1.0
CD184	VAT1	425	0.020838729837603997	0.00012003636229151527	0.02071869347531248	0.5801231665611356	0.9486704564704357	up	1.0	1.0
CD184	VDAC2	595	0.007260798757685057	0.00012003636229151527	0.007140762395393542	0.8258491914734267	0.9814439666785651	up	1.0	1.0
CD184	WBP2	605	-0.017006273937637473	0.00012003636229151527	-0.01712631029992899	0.5884082280965494	0.9486704564704357	down	0.0	0.0
CD184	WNT7A	606	0.040168975715729714	0.00012003636229151527	0.0400489393534382	0.2015322917034394	0.7171835422621348	up	1.0	1.0
CD184	XAGE1A	403	0.01756926712023177	0.00012003636229151527	0.017449230757940252	0.6611871629661548	0.9503981197129326	up	1.0	1.0
CD184	control	34577	0.00012003636229151527	0.00012003636229151527	0.0	1.0	1.0	flat		
CD202b	A2M	1331	0.003517354176968789	-9.859368222495078e-05	0.0036159478591937396	0.7948741163091242	0.974203815872878	up	0.6666666666666666	0.6666666666666666
CD202b	ACSL3	596	-0.007558327091244004	-9.859368222495078e-05	-0.007459733409019053	0.7088945568329006	0.974203815872878	down	0.6666666666666666	0.6666666666666666
CD202b	ACTA2	1458	0.01481434275123674	-9.859368222495078e-05	0.014912936433461692	0.26019087140581143	0.8239354074319042	up	0.3333333333333333	0.3333333333333333
CD202b	AEBP1	1302	0.018272545677665477	-9.859368222495078e-05	0.018371139359890428	0.19167002108606218	0.8196272866773515	up	0.6666666666666666	0.6666666666666666
CD202b	AGA	1116	-0.02106569621423754	-9.859368222495078e-05	-0.020967102532012588	0.13282263748130077	0.7093718237025379	down	0.3333333333333333	0.3333333333333333
CD202b	AHCY	88	0.05128749320647675	-9.859368222495078e-05	0.0513860868887017	0.4250322290977744	0.857032199656168	up	0.6666666666666666	0.6666666666666666
CD202b	AHNAK	1058	0.0011240078619257764	-9.859368222495078e-05	0.001222601544150727	0.9322851751931327	0.974203815872878	up	0.6666666666666666	0.6666666666666666
CD202b	APOC2	1137	-0.01131974349939687	-9.859368222495078e-05	-0.011221149817171918	0.42156360673964977	0.857032199656168	down	1.0	1.0
CD202b	APOD	1113	0.004378242466464473	-9.859368222495078e-05	0.004476836148689424	0.7667949491868042	0.974203815872878	up	0.6666666666666666	0.6666666666666666
CD202b	APOE	1127	-0.027982458835223614	-9.859368222495078e-05	-0.027883865152998663	0.051029099913157655	0.62438281867105	down	1.0	1.0
CD202b	ARMC6	907	0.025609876205277667	-9.859368222495078e-05	0.025708469887502618	0.12639179841541226	0.7093718237025379	up	0.6666666666666666	0.6666666666666666
CD202b	ATP1A1	47	-0.04863914513946062	-9.859368222495078e-05	-0.04854055145723567	0.47238251602399384	0.8882538610113492	down	0.6666666666666666	0.6666666666666666
CD202b	ATP1B1	1122	-0.002994222388470917	-9.859368222495078e-05	-0.002895628706245966	0.8355671199418626	0.974203815872878	down	0.6666666666666666	0.6666666666666666
CD202b	ATP5MD	610	0.012530716118846123	-9.859368222495078e-05	0.012629309801071074	0.5005390069616167	0.8882538610113492	up	0.6666666666666666	0.6666666666666666
CD202b	B2M	1379	-0.02401640969399893	-9.859368222495078e-05	-0.02391781601177398	0.05637360755761915	0.6303594299624687	down	1.0	1.0
CD202b	BOLA2	683	-0.0031185053577759015	-9.859368222495078e-05	-0.003019911675550951	0.874352597714551	0.974203815872878	down	0.6666666666666666	0.6666666666666666
CD202b	BOLA2B	678	-0.012911071337010187	-9.859368222495078e-05	-0.012812477654785236	0.47842048957139593	0.8882538610113492	down	1.0	1.0
CD202b	BZW2	973	0.00795116130784192	-9.859368222495078e-05	0.008049754990066871	0.6066966214537763	0.9691387589456427	up	1.0	1.0
CD202b	C19orf48	1126	-0.0011610454022053642	-9.859368222495078e-05	-0.0010624517199804135	0.9420709732299656	0.974203815872878	down	0.3333333333333333	0.3333333333333333
CD202b	C1QBP	673	0.023158786744848312	-9.859368222495078e-05	0.023257380427073263	0.19990909431154916	0.8196272866773515	up	0.6666666666666666	0.6666666666666666
CD202b	C6orf226	1015	0.014177661544731924	-9.859368222495078e-05	0.014276255226956875	0.3767196159872449	0.8502112434207545	up	1.0	1.0
CD202b	CCND1	643	0.05646021137779797	-9.859368222495078e-05	0.05655880506002292	0.00855194322277288	0.23375311475579202	up	1.0	1.0
CD202b	CCND2	1015	0.0012406128346367327	-9.859368222495078e-05	0.0013392065168616833	0.9289938224372556	0.974203815872878	up	0.6666666666666666	0.6666666666666666
CD202b	CCR10	988	0.013208754964466624	-9.859368222495078e-05	0.013307348646691575	0.39808878067782416	0.8508675467830089	up	1.0	1.0
CD202b	CCT3	190	0.009929675578407295	-9.859368222495078e-05	0.010028269260632246	0.7834315260524455	0.974203815872878	up	1.0	1.0
CD202b	CCT6A	56	-0.13032220134295808	-9.859368222495078e-05	-0.13022360766073313	0.00587895738776138	0.23375311475579202	down	1.0	1.0
CD202b	CD151	998	-0.013040569121932034	-9.859368222495078e-05	-0.012941975439707083	0.3875465706518275	0.8508675467830089	down	0.6666666666666666	0.6666666666666666
CD202b	CD274	1222	0.007863239320558817	-9.859368222495078e-05	0.007961833002783768	0.5610192604276507	0.9388485582666808	up	0.6666666666666666	0.6666666666666666
CD202b	CD44	1193	-0.015179010537831734	-9.859368222495078e-05	-0.015080416855606783	0.2707330609887252	0.8239354074319042	down	0.3333333333333333	0.3333333333333333
CD202b	CD47	1033	-0.0009103441419167898	-9.859368222495078e-05	-0.000811750459691839	0.9568634020417941	0.974203815872878	down	0.6666666666666666	0.6666666666666666
CD202b	CD58	1166	-0.005845587937009725	-9.859368222495078e-05	-0.005746994254784774	0.6855532449098081	0.974203815872878	down	0.3333333333333333	0.3333333333333333
CD202b	CD59	1238	-0.008972587927221571	-9.859368222495078e-05	-0.00887399424499662	0.508447230054185	0.8934144185237822	down	0.6666666666666666	0.6666666666666666
CD202b	CD63	864	-0.006841256362630538	-9.859368222495078e-05	-0.006742662680405587	0.6718133687958929	0.974203815872878	down	0.6666666666666666	0.6666666666666666
CD202b	CDC123	320	0.01099515089041021	-9.859368222495078e-05	0.01109374457263516	0.6907975693374944	0.974203815872878	up	0.6666666666666666	0.6666666666666666
CD202b	CDH19	1175	-0.005580389223006456	-9.859368222495078e-05	-0.005481795540781505	0.7014186526800483	0.974203815872878	down	0.6666666666666666	0.6666666666666666
CD202b	CDK4	828	-0.007809907331469472	-9.859368222495078e-05	-0.007711313649244521	0.6447818371905637	0.974203815872878	down	0.6666666666666666	0.6666666666666666
CD202b	CDK6	414	0.054041517237703764	-9.859368222495078e-05	0.054140110919928715	0.021007250776988513	0.43064864092826455	up	1.0	1.0
CD202b	CDKN1A	1049	-0.02714122625033396	-9.859368222495078e-05	-0.027042632568109008	0.05330097232557744	0.62438281867105	down	0.6666666666666666	0.6666666666666666
CD202b	CDKN2A	888	-0.007433258026031929	-9.859368222495078e-05	-0.007334664343806978	0.628407129504815	0.974203815872878	down	0.6666666666666666	0.6666666666666666
CD202b	CDKN2B	983	-0.02979770446788515	-9.859368222495078e-05	-0.029699110785660197	0.0410691384992374	0.62438281867105	down	0.6666666666666666	0.6666666666666666
CD202b	CGAS	767	-0.019774098548200853	-9.859368222495078e-05	-0.019675504865975902	0.207538839886603	0.8239354074319042	down	0.6666666666666666	0.6666666666666666
CD202b	CHCHD2	1016	0.020035895371335367	-9.859368222495078e-05	0.020134489053560318	0.19814528820677318	0.8196272866773515	up	1.0	1.0
CD202b	CITED1	1109	0.006986688394522142	-9.859368222495078e-05	0.007085282076747093	0.6338209533796012	0.974203815872878	up	0.6666666666666666	0.6666666666666666
CD202b	CKS1B	965	0.054772706514202046	-9.859368222495078e-05	0.054871300196427	0.00214010903304645	0.10529336442588536	up	1.0	1.0
CD202b	CMSS1	995	-0.0033348353425884224	-9.859368222495078e-05	-0.0032362416603634717	0.8314642486895722	0.974203815872878	down	0.3333333333333333	0.3333333333333333
CD202b	CORO1A	898	0.020089591447058366	-9.859368222495078e-05	0.020188185129283318	0.26063082522435305	0.8239354074319042	up	0.6666666666666666	0.6666666666666666
CD202b	CSPG4	1195	0.02080936009055985	-9.859368222495078e-05	0.0209079537727848	0.13800942791389734	0.7093718237025379	up	0.6666666666666666	0.6666666666666666
CD202b	CST3	690	0.015530847124347798	-9.859368222495078e-05	0.015629440806572747	0.3983554738669641	0.8508675467830089	up	0.6666666666666666	0.6666666666666666
CD202b	CTPS1	421	-0.0034265795911169335	-9.859368222495078e-05	-0.003327985908891983	0.8810073276541931	0.974203815872878	down	0.3333333333333333	0.3333333333333333
CD202b	CTSA	947	0.0075225814836027945	-9.859368222495078e-05	0.007621175165827746	0.6252964482061751	0.974203815872878	up	0.6666666666666666	0.6666666666666666
CD202b	CTSB	1086	-0.01076288027051358	-9.859368222495078e-05	-0.010664286588288628	0.46181929968930646	0.8882538610113492	down	0.3333333333333333	0.3333333333333333
CD202b	CTSD	1217	-0.005714462436956899	-9.859368222495078e-05	-0.0056158687547319475	0.6864743844197057	0.974203815872878	down	0.3333333333333333	0.3333333333333333
CD202b	CTSL	923	-4.332170603801033e-06	-9.859368222495078e-05	9.426151162114974e-05	0.9951269696482634	0.9991887123815216	up	0.6666666666666666	0.6666666666666666
CD202b	CTSO	1050	-0.010371856706935998	-9.859368222495078e-05	-0.010273263024711047	0.48768757060667034	0.8882538610113492	down	0.6666666666666666	0.6666666666666666
CD202b	CXCR4	842	-0.015276865991464644	-9.859368222495078e-05	-0.015178272309239692	0.32807676871759495	0.8281709990704842	down	0.6666666666666666	0.6666666666666666
CD202b	CYP27A1	946	-0.017515965186273685	-9.859368222495078e-05	-0.017417371504048734	0.24172865582707723	0.8239354074319042	down	0.6666666666666666	0.6666666666666666
CD202b	DAG1	849	-0.02676740489135797	-9.859368222495078e-05	-0.02666881120913302	0.09397141048418635	0.6574922014275305	down	0.6666666666666666	0.6666666666666666
CD202b	DDR1	892	-0.022382733149963488	-9.859368222495078e-05	-0.022284139467738537	0.17393998291751897	0.7985726054440646	down	0.6666666666666666	0.6666666666666666
CD202b	DDX17	762	-0.027338149038773144	-9.859368222495078e-05	-0.027239555356548192	0.08577132070245352	0.6396738522916916	down	0.6666666666666666	0.6666666666666666
CD202b	DDX39A	623	-0.011875734287179567	-9.859368222495078e-05	-0.011777140604954616	0.5340064647665228	0.9186404918361162	down	0.6666666666666666	0.6666666666666666
CD202b	DLL3	905	-0.01746611531046715	-9.859368222495078e-05	-0.017367521628242198	0.22816499881285948	0.8239354074319042	down	0.6666666666666666	0.6666666666666666
CD202b	DNAJC9	46	0.0918841070625236	-9.859368222495078e-05	0.09198270074474856	0.2666249142259353	0.8239354074319042	up	0.6666666666666666	0.6666666666666666
CD202b	DNMT1	342	0.05060492703587238	-9.859368222495078e-05	0.050703520718097334	0.07291708672073717	0.6396738522916916	up	1.0	1.0
CD202b	E2F1	602	0.0485439043160137	-9.859368222495078e-05	0.04864249799823865	0.020290107002376982	0.43064864092826455	up	1.0	1.0
CD202b	EEA1	761	-0.02417998837394554	-9.859368222495078e-05	-0.02408139469172059	0.12655512049925843	0.7093718237025379	down	0.6666666666666666	0.6666666666666666
CD202b	EEF1G	188	0.05838444539946631	-9.859368222495078e-05	0.05848303908169126	0.14032527191684704	0.7093718237025379	up	0.6666666666666666	0.6666666666666666
CD202b	EIF2S3	50	-0.09190014220490683	-9.859368222495078e-05	-0.09180154852268188	0.12915178112219108	0.7093718237025379	down	1.0	1.0
CD202b	EIF3K	778	0.0021203031092668486	-9.859368222495078e-05	0.0022188967914917993	0.8985383953610384	0.974203815872878	up	0.3333333333333333	0.3333333333333333
CD202b	EIF4A1	133	0.05344677165268803	-9.859368222495078e-05	0.053545365334912984	0.17812513039081718	0.7985726054440646	up	0.6666666666666666	0.6666666666666666
CD202b	EMP1	942	-0.015752697346500755	-9.859368222495078e-05	-0.015654103664275804	0.2982675150420354	0.8281709990704842	down	1.0	1.0
CD202b	ENPP1	848	-0.019187122306406502	-9.859368222495078e-05	-0.01908852862418155	0.20883129262155722	0.8239354074319042	down	0.6666666666666666	0.6666666666666666
CD202b	EVA1A	812	0.002975479615197809	-9.859368222495078e-05	0.0030740732974227597	0.8468119790899548	0.974203815872878	up	0.6666666666666666	0.6666666666666666
CD202b	FARSA	73	0.06238852295480947	-9.859368222495078e-05	0.06248711663703442	0.33472239916865587	0.8281709990704842	up	0.6666666666666666	0.6666666666666666
CD202b	FBL	327	0.020506203171089952	-9.859368222495078e-05	0.020604796853314903	0.39428722823154494	0.8508675467830089	up	0.6666666666666666	0.6666666666666666
CD202b	FBXO32	1037	-0.017490010788742492	-9.859368222495078e-05	-0.01739141710651754	0.21385692375439136	0.8239354074319042	down	0.6666666666666666	0.6666666666666666
CD202b	FGFR1	1182	0.019660556292128387	-9.859368222495078e-05	0.019759149974353338	0.15232173586702263	0.7494229404657514	up	1.0	1.0
CD202b	FKBP4	690	0.018155258958880618	-9.859368222495078e-05	0.01825385264110557	0.31854732680022585	0.8281709990704842	up	0.6666666666666666	0.6666666666666666
CD202b	FMN1	1015	0.01230047414489009	-9.859368222495078e-05	0.012399067827115041	0.4118591450040352	0.8514062997562408	up	0.6666666666666666	0.6666666666666666
CD202b	FOS	721	-0.0014797673542651505	-9.859368222495078e-05	-0.0013811736720401998	0.9352050940111205	0.974203815872878	down	0.6666666666666666	0.6666666666666666
CD202b	FOXM1	263	0.09447203122722699	-9.859368222495078e-05	0.09457062490945194	0.010575178471535822	0.26014939039978124	up	0.6666666666666666	0.6666666666666666
CD202b	FRZB	674	0.038096160646777746	-9.859368222495078e-05	0.0381947543290027	0.04908560311258246	0.62438281867105	up	1.0	1.0
CD202b	FSTL3	1038	0.011648967549445341	-9.859368222495078e-05	0.011747561231670292	0.4163871015136106	0.8535935581029016	up	0.6666666666666666	0.6666666666666666
CD202b	FTH1	126	-0.0035587907255221467	-9.859368222495078e-05	-0.003460197043297196	0.9321920441800942	0.974203815872878	down	0.6666666666666666	0.6666666666666666
CD202b	GAA	897	-0.03905786812824921	-9.859368222495078e-05	-0.03895927444602426	0.00820640150322111	0.23375311475579202	down	1.0	1.0
CD202b	GAS5	866	-0.0023692462940476757	-9.859368222495078e-05	-0.002270652611822725	0.8962226157945198	0.974203815872878	down	0.3333333333333333	0.3333333333333333
CD202b	GPATCH4	635	0.017676677562099993	-9.859368222495078e-05	0.017775271244324944	0.32019594271626384	0.8281709990704842	up	1.0	1.0
CD202b	GPI	147	0.0729813930299757	-9.859368222495078e-05	0.07307998671220065	0.07212875179662015	0.6396738522916916	up	1.0	1.0
CD202b	GPNMB	802	-0.005728381668860841	-9.859368222495078e-05	-0.00562978798663589	0.7328767082348664	0.974203815872878	down	0.3333333333333333	0.3333333333333333
CD202b	GRN	800	-0.026629967424104076	-9.859368222495078e-05	-0.026531373741879125	0.083363621377485	0.6396738522916916	down	1.0	1.0
CD202b	GSEC	426	-0.005233410090493648	-9.859368222495078e-05	-0.005134816408268697	0.8264918795907136	0.974203815872878	down	0.6666666666666666	0.6666666666666666
CD202b	GSN	952	-0.016240040613097747	-9.859368222495078e-05	-0.016141446930872796	0.2846978730954146	0.8281709990704842	down	0.3333333333333333	0.3333333333333333
CD202b	HASPIN	495	-0.00361701574725202	-9.859368222495078e-05	-0.0035184220650270694	0.8593752387401956	0.974203815872878	down	0.6666666666666666	0.6666666666666666
CD202b	HLA-A	978	0.019117308963450527	-9.859368222495078e-05	0.01921590264567548	0.22692427674393198	0.8239354074319042	up	1.0	1.0
CD202b	HLA-B	558	0.00040011603690937194	-9.859368222495078e-05	0.0004987097191343227	0.9792927759710078	0.9873197659379833	up	0.6666666666666666	0.6666666666666666
CD202b	HLA-C	636	-0.016758819968718683	-9.859368222495078e-05	-0.01666022628649373	0.35993883411017447	0.8281709990704842	down	1.0	1.0
CD202b	HLA-DRB5	1031	0.0025162182917566546	-9.859368222495078e-05	0.0026148119739816053	0.8605902769710906	0.974203815872878	up	1.0	1.0
CD202b	HLA-E	755	0.02358938892543978	-9.859368222495078e-05	0.02368798260766473	0.18296062202442517	0.8037198753215821	up	1.0	1.0
CD202b	HLA-F	884	-0.008837582847809637	-9.859368222495078e-05	-0.008738989165584686	0.5889139930213422	0.9594227965778157	down	0.6666666666666666	0.6666666666666666
CD202b	HLA-H	851	0.010802466011269033	-9.859368222495078e-05	0.010901059693493984	0.49493177609850336	0.8882538610113492	up	0.6666666666666666	0.6666666666666666
CD202b	HNRNPA1	659	-0.0233502786850569	-9.859368222495078e-05	-0.023251685002831948	0.1943823016548082	0.8196272866773515	down	0.6666666666666666	0.6666666666666666
CD202b	HNRNPC	218	-0.019173249981866737	-9.859368222495078e-05	-0.019074656299641786	0.5537642829515423	0.9388485582666808	down	0.6666666666666666	0.6666666666666666
CD202b	HSPA1A	717	0.0026138828785146873	-9.859368222495078e-05	0.002712476560739638	0.8733519980238238	0.974203815872878	up	0.6666666666666666	0.6666666666666666
CD202b	IDH2	965	0.000875113017886041	-9.859368222495078e-05	0.0009737067001109918	0.9477047763219111	0.974203815872878	up	1.0	1.0
CD202b	IDI2-AS1	821	0.02612896578958654	-9.859368222495078e-05	0.02622755947181149	0.1227089368326148	0.7093718237025379	up	1.0	1.0
CD202b	IFNGR1	907	-0.04590743785755886	-9.859368222495078e-05	-0.04580884417533391	0.002083187599226618	0.10529336442588536	down	1.0	1.0
CD202b	IFNGR2	1203	-0.04805967354275082	-9.859368222495078e-05	-0.04796107986052587	0.00013502555791381746	0.01107209574893303	down	0.3333333333333333	0.3333333333333333
CD202b	ILF2	169	0.04476462568326342	-9.859368222495078e-05	0.04486321936548837	0.2474276993537143	0.8239354074319042	up	1.0	1.0
CD202b	IRF3	799	0.0027761558014387207	-9.859368222495078e-05	0.0028747494836636714	0.8663707529842528	0.974203815872878	up	1.0	1.0
CD202b	IRF4	687	0.007473473495202323	-9.859368222495078e-05	0.007572067177427274	0.6870505295949769	0.974203815872878	up	0.3333333333333333	0.3333333333333333
CD202b	ISYNA1	575	0.007885961846453989	-9.859368222495078e-05	0.00798455552867894	0.6768162239509556	0.974203815872878	up	1.0	1.0
CD202b	ITGA3	769	-0.011939122447984469	-9.859368222495078e-05	-0.011840528765759518	0.49275852685982824	0.8882538610113492	down	0.3333333333333333	0.3333333333333333
CD202b	JAK1	1026	-0.02530319652398174	-9.859368222495078e-05	-0.02520460284175679	0.07384140374381287	0.6396738522916916	down	0.3333333333333333	0.3333333333333333
CD202b	JAK2	1120	-0.05560377274961964	-9.859368222495078e-05	-0.05550517906739469	1.8911014172283422e-05	0.004652109486381722	down	1.0	1.0
CD202b	JMJD7	918	-0.014410714826022264	-9.859368222495078e-05	-0.014312121143797313	0.33835767668372163	0.8281709990704842	down	0.3333333333333333	0.3333333333333333
CD202b	JPT1	533	-0.014471500003094172	-9.859368222495078e-05	-0.014372906320869221	0.48306979876176614	0.8882538610113492	down	0.3333333333333333	0.3333333333333333
CD202b	KCNN4	813	0.009903217856929446	-9.859368222495078e-05	0.010001811539154398	0.5470628921824409	0.9345657741450031	up	1.0	1.0
CD202b	KDR	831	0.002016262084746994	-9.859368222495078e-05	0.002114855766971945	0.8969603525710763	0.974203815872878	up	0.3333333333333333	0.3333333333333333
CD202b	KLF4	731	0.017923383585092656	-9.859368222495078e-05	0.018021977267317607	0.3119529362599063	0.8281709990704842	up	1.0	1.0
CD202b	LAMP2	838	-0.012765474006114504	-9.859368222495078e-05	-0.012666880323889552	0.40489548030841427	0.8508675467830089	down	0.3333333333333333	0.3333333333333333
CD202b	LCP1	879	-0.007387990636190599	-9.859368222495078e-05	-0.007289396953965648	0.6340728902531325	0.974203815872878	down	0.3333333333333333	0.3333333333333333
CD202b	LEF1-AS1	860	-0.014936793431436356	-9.859368222495078e-05	-0.014838199749211405	0.3567266223969503	0.8281709990704842	down	0.6666666666666666	0.6666666666666666
CD202b	LGALS3	646	0.0346941002323416	-9.859368222495078e-05	0.034792693914566554	0.09260854570144533	0.6574922014275305	up	1.0	1.0
CD202b	LGALS3BP	647	0.006306533050742831	-9.859368222495078e-05	0.0064051267329677825	0.713581347845234	0.974203815872878	up	1.0	1.0
CD202b	LINC00518	829	0.004753473640693596	-9.859368222495078e-05	0.004852067322918547	0.7569715386036138	0.974203815872878	up	0.6666666666666666	0.6666666666666666
CD202b	LRPAP1	795	0.014209770330986485	-9.859368222495078e-05	0.014308364013211436	0.4081397175625815	0.8508675467830089	up	1.0	1.0
CD202b	LRRC75A-AS1	512	-0.017768814015571496	-9.859368222495078e-05	-0.017670220333346545	0.36354033128185714	0.8281709990704842	down	0.3333333333333333	0.3333333333333333
CD202b	LY96	789	0.005162899591799264	-9.859368222495078e-05	0.0052614932740242155	0.7604132429293738	0.974203815872878	up	0.6666666666666666	0.6666666666666666
CD202b	MC1R	728	-0.007545174618734413	-9.859368222495078e-05	-0.0074465809365094615	0.6518757682589505	0.974203815872878	down	0.6666666666666666	0.6666666666666666
CD202b	MDH2	585	-0.013303287791842207	-9.859368222495078e-05	-0.013204694109617256	0.4870115641630832	0.8882538610113492	down	0.6666666666666666	0.6666666666666666
CD202b	MFGE8	985	0.015795231053475953	-9.859368222495078e-05	0.015893824735700904	0.3048610281297518	0.8281709990704842	up	0.6666666666666666	0.6666666666666666
CD202b	MIA	750	-0.015541095782417021	-9.859368222495078e-05	-0.01544250210019207	0.3429692266640404	0.8281709990704842	down	0.6666666666666666	0.6666666666666666
CD202b	MRPL47	392	0.027129295946950932	-9.859368222495078e-05	0.027227889629175883	0.2746451358106347	0.8239354074319042	up	0.6666666666666666	0.6666666666666666
CD202b	MT2A	539	0.021631531824991165	-9.859368222495078e-05	0.021730125507216116	0.3219747597105855	0.8281709990704842	up	0.6666666666666666	0.6666666666666666
CD202b	MYC	185	-0.03402003579979889	-9.859368222495078e-05	-0.03392144211757394	0.30424098044237385	0.8281709990704842	down	0.6666666666666666	0.6666666666666666
CD202b	NACA	95	-0.07784421362725656	-9.859368222495078e-05	-0.07774561994503161	0.04089487101625163	0.62438281867105	down	1.0	1.0
CD202b	NCL	165	0.006419799556380121	-9.859368222495078e-05	0.006518393238605072	0.8539533424589003	0.974203815872878	up	0.6666666666666666	0.6666666666666666
CD202b	NDUFA13	359	0.037895497321182886	-9.859368222495078e-05	0.03799409100340784	0.12929063017316347	0.7093718237025379	up	1.0	1.0
CD202b	NEAT1	616	0.02141516466694866	-9.859368222495078e-05	0.02151375834917361	0.24768820540943948	0.8239354074319042	up	1.0	1.0
CD202b	NGFR	607	0.014651985865023764	-9.859368222495078e-05	0.014750579547248715	0.4567310066417122	0.8882538610113492	up	1.0	1.0
CD202b	NME1	625	-0.006036802901251622	-9.859368222495078e-05	-0.005938209219026671	0.7599793095485776	0.974203815872878	down	0.6666666666666666	0.6666666666666666
CD202b	NMRK1	753	0.0014160451155817817	-9.859368222495078e-05	0.0015146387978067324	0.9282057540270563	0.974203815872878	up	0.6666666666666666	0.6666666666666666
CD202b	NOLC1	290	-0.03806974166968308	-9.859368222495078e-05	-0.037971147987458126	0.1412976396805868	0.7093718237025379	down	1.0	1.0
CD202b	NONO	610	-0.019413216032363557	-9.859368222495078e-05	-0.019314622350138606	0.2998433152270647	0.8281709990704842	down	0.6666666666666666	0.6666666666666666
