axis	target_gene	n_cells	mean_score	control_mean_score	effect_size_vs_control	p_value	q_value	direction	block_support	direction_stability
negative_mitochondrial	RPSA	331	-0.05884366734274593	0.001858849151076011	-0.06070251649382194	0.08210553234043044	0.34233832128382863	down	0.6666666666666666	0.6666666666666666
negative_mitochondrial	RRS1	195	-0.18845612901903888	0.001858849151076011	-0.1903149781701149	0.0008436186145263922	0.009023051268412716	down	1.0	1.0
negative_mitochondrial	RTP4	822	-0.007383501718572502	0.001858849151076011	-0.009242350869648513	0.644210852454437	0.8618253315384024	down	0.6666666666666666	0.6666666666666666
negative_mitochondrial	RUVBL2	66	-0.01093802385677823	0.001858849151076011	-0.01279687300785424	0.8656049908034458	0.9363359239615616	down	0.3333333333333333	0.3333333333333333
negative_mitochondrial	S100A6	648	-0.02567566771861439	0.001858849151076011	-0.0275345168696904	0.2672135573141711	0.6415811037654405	down	1.0	1.0
negative_mitochondrial	S100B	682	-0.0032473460151982935	0.001858849151076011	-0.005106195166274304	0.8072105101451216	0.9150865691046078	down	0.3333333333333333	0.3333333333333333
negative_mitochondrial	SAE1	94	0.011449279343736584	0.001858849151076011	0.009590430192660574	0.880268202644058	0.9363359239615616	up	0.6666666666666666	0.6666666666666666
negative_mitochondrial	SAT1	605	-0.015616773251105647	0.001858849151076011	-0.01747562240218166	0.43512271438539873	0.7485327813902664	down	0.6666666666666666	0.6666666666666666
negative_mitochondrial	SCARB2	645	-0.018194858729183108	0.001858849151076011	-0.02005370788025912	0.3951209921800418	0.7049998524731759	down	1.0	1.0
negative_mitochondrial	SDC3	753	0.034924729353205446	0.001858849151076011	0.03306588020212944	0.1117180913320307	0.39422596575107516	up	0.3333333333333333	0.3333333333333333
negative_mitochondrial	SDCBP	683	-0.014621228265492359	0.001858849151076011	-0.01648007741656837	0.4680809896095761	0.7726611068679131	down	1.0	1.0
negative_mitochondrial	SEC11C	656	-0.021606087620525228	0.001858849151076011	-0.02346493677160124	0.33148316095791597	0.6600224136934232	down	1.0	1.0
negative_mitochondrial	SERPINA3	565	-0.0010120933327675604	0.001858849151076011	-0.0028709424838435716	0.8997086607190599	0.949906998012398	down	0.6666666666666666	0.6666666666666666
negative_mitochondrial	SERPINE2	558	-0.04192814094507667	0.001858849151076011	-0.04378699009615268	0.07026788232904183	0.32010924172119054	down	1.0	1.0
negative_mitochondrial	SERPINF1	659	0.021064115516277425	0.001858849151076011	0.019205266365201413	0.39548772211909866	0.7049998524731759	up	0.6666666666666666	0.6666666666666666
negative_mitochondrial	SET	485	0.1107939481614271	0.001858849151076011	0.10893509901035109	6.277747091039494e-07	1.4039325312688323e-05	up	1.0	1.0
negative_mitochondrial	SGK1	606	0.014669249654695125	0.001858849151076011	0.012810400503619115	0.569997569040697	0.8297006034556891	up	0.3333333333333333	0.3333333333333333
negative_mitochondrial	SHMT2	488	0.01217577885311867	0.001858849151076011	0.010316929702042659	0.697807675799671	0.887429593996843	up	0.3333333333333333	0.3333333333333333
negative_mitochondrial	SINHCAF	402	-0.30316372995311003	0.001858849151076011	-0.30502257910418606	1.1232548787478186e-15	5.526414003439268e-14	down	1.0	1.0
negative_mitochondrial	SLC19A1	496	-0.02911516018239079	0.001858849151076011	-0.030974009333466803	0.2754523274893713	0.6415811037654405	down	1.0	1.0
negative_mitochondrial	SLC22A18	858	0.023339067613981523	0.001858849151076011	0.02148021846290551	0.2779147503168169	0.6415811037654405	up	0.6666666666666666	0.6666666666666666
negative_mitochondrial	SLC25A13	662	-0.005865727770207096	0.001858849151076011	-0.0077245769212831075	0.734461527365607	0.8958638296809323	down	0.6666666666666666	0.6666666666666666
negative_mitochondrial	SLC26A2	677	-0.021039455339510932	0.001858849151076011	-0.022898304490586944	0.35382236061575056	0.6695407747036511	down	0.6666666666666666	0.6666666666666666
negative_mitochondrial	SLC5A3	709	-0.0024355409216683353	0.001858849151076011	-0.0042943900727443465	0.8411576611279266	0.9330106049333378	down	1.0	1.0
negative_mitochondrial	SLC7A5P1	602	-0.019534129480711027	0.001858849151076011	-0.02139297863178704	0.34244185394572557	0.6633125674854212	down	1.0	1.0
negative_mitochondrial	SLIRP	448	-1.004511230615837	0.001858849151076011	-1.006370079766913	3.387179136878017e-50	8.332460676719922e-48	down	1.0	1.0
negative_mitochondrial	SMAD3	719	-0.006157268450222501	0.001858849151076011	-0.008016117601298512	0.6916193360596526	0.887429593996843	down	0.6666666666666666	0.6666666666666666
negative_mitochondrial	SMAD4	644	-0.02487775911522584	0.001858849151076011	-0.02673660826630185	0.26509187561881586	0.6415811037654405	down	0.6666666666666666	0.6666666666666666
negative_mitochondrial	SNHG6	535	-0.013530208491845708	0.001858849151076011	-0.015389057642921719	0.5410267272135367	0.8215591042872225	down	1.0	1.0
negative_mitochondrial	SNRPE	42	-0.10965727768070843	0.001858849151076011	-0.11151612683178444	0.3422366528705868	0.6633125674854212	down	0.6666666666666666	0.6666666666666666
negative_mitochondrial	SNRPF	37	0.07323587115028878	0.001858849151076011	0.07137702199921277	0.47804850220868156	0.7788074936644745	up	0.3333333333333333	0.3333333333333333
negative_mitochondrial	SNRPG	83	0.030399744916550377	0.001858849151076011	0.028540895765474365	0.6314805115084987	0.8582552808347551	up	0.6666666666666666	0.6666666666666666
negative_mitochondrial	SOX4	670	-0.004821462782849968	0.001858849151076011	-0.0066803119339259795	0.7561093072482931	0.8963459742286218	down	0.6666666666666666	0.6666666666666666
negative_mitochondrial	SP100	618	-0.10288721355713795	0.001858849151076011	-0.10474606270821396	7.433022743589816e-05	0.0011428272468269342	down	1.0	1.0
negative_mitochondrial	SPESP1	642	0.010068886459338306	0.001858849151076011	0.008210037308262296	0.6983337863900902	0.887429593996843	up	0.6666666666666666	0.6666666666666666
negative_mitochondrial	SPINT1	625	0.025880628782903363	0.001858849151076011	0.02402177963182735	0.3246206470213219	0.656497261030805	up	1.0	1.0
negative_mitochondrial	SSR2	455	-0.012968332122058765	0.001858849151076011	-0.014827181273134775	0.559917296403381	0.8277864258309364	down	0.3333333333333333	0.3333333333333333
negative_mitochondrial	ST3GAL6-AS1	640	0.015866682400523142	0.001858849151076011	0.014007833249447132	0.5143466719923234	0.8126545597545839	up	0.6666666666666666	0.6666666666666666
negative_mitochondrial	ST6GALNAC2	474	-0.07050169357833258	0.001858849151076011	-0.07236054272940859	0.004534571680224452	0.042904024359046736	down	1.0	1.0
negative_mitochondrial	STAT1	719	0.15090832131107643	0.001858849151076011	0.14904947216000042	2.5819404246159314e-12	9.073676349364558e-11	up	0.6666666666666666	0.6666666666666666
